"IdConglomerado","X_C3","Y_C3","NoIndividuo_C3","DiametroNormal_C3","AlturaTotal_C3","AreaBasal_C3","NombreComun_C3","Familia_APG_C3","Genero_APG_C3","Especie_APG_C3","Clave_ESP","N_Cientifico"
48909,-87.105306,20.964194,35,23.4,13.1,0.043005,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
48909,-87.105306,20.964194,36,10.9,6.5,0.009331,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
48909,-87.105306,20.964194,37,32.4,12.8,0.082448,"ZAPOTE","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
48909,-87.105306,20.964194,38,14.1,12.8,0.015615,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
48909,-87.105306,20.964194,44,7.6,6.5,0.004536,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
49603,-87.360056,20.85225,36,16.1,10.9,0.020358,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49603,-87.360056,20.85225,10,27.8,11.9,0.060699,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49603,-87.360056,20.85225,12,26.3,12.5,0.054325,"yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49603,-87.360056,20.85225,15,15.8,12.9,0.019607,"catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
49603,-87.360056,20.85225,3,9.2,4.1,0.006648,"xite","Arecaceae","Thrinax","radiata","Thrrad","Thrinax radiata"
49603,-87.360056,20.85225,33,19.2,11.5,0.028953,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49603,-87.360056,20.85225,35,10.2,7.5,0.008171,"sacchaca","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
49603,-87.360056,20.85225,43,14.6,10.5,0.016742,"zakiap","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
49603,-87.360056,20.85225,16,8.4,8.1,0.005542,"pomolche","Euphorbiaceae","Jatropha","gaumeri","Jatgau","Jatropha gaumeri"
49603,-87.360056,20.85225,17,8.2,8.4,0.005281,"silil","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
49603,-87.360056,20.85225,26,15,9.5,0.017672,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49603,-87.360056,20.85225,3,33.2,12,0.08657,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49603,-87.360056,20.85225,45,10.2,9.8,0.008171,"silil","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
49603,-87.360056,20.85225,12,20.5,9,0.033006,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49841,-87.029222,20.7745,19,9.8,8.5,0.007543,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49841,-87.029222,20.7745,21,12,9.2,0.01131,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,33,14.1,11.5,0.015615,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49841,-87.029222,20.7745,7,33.8,13.8,0.089727,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49841,-87.029222,20.7745,17,10,7.8,0.007854,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
49841,-87.029222,20.7745,17,9.9,12.7,0.007698,"KANASIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
49841,-87.029222,20.7745,18,8.3,11.5,0.005411,"CATALOX","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
49841,-87.029222,20.7745,3,8.1,5.3,0.005153,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
48446,-87.335611,21.077806,17,8.7,5.3,0.005945,"xite","Arecaceae","Thrinax","radiata","Thrrad","Thrinax radiata"
48446,-87.335611,21.077806,26,11.5,5.7,0.010387,"guarumbo","Urticaceae","Cecropia","peltata","Cecpel","Cecropia peltata"
48446,-87.335611,21.077806,27,10.7,7,0.008992,"yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
48446,-87.335611,21.077806,7,8.1,6.7,0.005153,"chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50060,-87.657833,20.789472,32,27,8.8,0.057256,"copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
49603,-87.360056,20.85225,12,21.1,10.9,0.034967,"bob","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
49603,-87.360056,20.85225,23,10.7,6.1,0.008992,"bob","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
49603,-87.360056,20.85225,29,15.2,10.9,0.018146,"sacchaca","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
49603,-87.360056,20.85225,43,24.1,12.3,0.045617,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50296,-87.470889,20.726139,14,8.5,7,0.005675,"TZIZILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
50296,-87.470889,20.726139,14,15.5,7.3,0.018869,"TZILTZILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
50296,-87.470889,20.726139,2,23,6.2,0.041548,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
50296,-87.470889,20.726139,29,12,7.5,0.01131,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50296,-87.470889,20.726139,34,18.8,9.6,0.027759,"KANASIN","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
50296,-87.470889,20.726139,43,17.4,10.2,0.023779,"RAMON","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
49368,-87.451444,20.906694,5,8.5,5.1,0.005675,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49368,-87.451444,20.906694,8,8.8,5.4,0.006082,"jobo","Anacardiaceae","Spondias","mombin","Spomom","Spondias mombin"
49368,-87.451444,20.906694,19,9.8,7.8,0.007543,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49368,-87.451444,20.906694,21,9,4.2,0.006362,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
49368,-87.451444,20.906694,1,7.9,7.2,0.004902,"ximai","Fabaceae","Acacia","cochliacantha","Acacoc","Acacia cochliacantha"
49368,-87.451444,20.906694,19,7.8,6.8,0.004778,"ximai","Fabaceae","Acacia","cochliacantha","Acacoc","Acacia cochliacantha"
53081,-88.150333,20.242833,38,13.4,12.9,0.014103,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
53081,-88.150333,20.242833,16,11.6,10.6,0.010568,"IKICHE","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
53081,-88.150333,20.242833,21,12.4,10.1,0.012076,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,32,11,7.7,0.009503,"PATA DE VACA","Fabaceae","Bauhinia","divaricata","Baudiv","Bauhinia divaricata"
53081,-88.150333,20.242833,37,13.1,4.7,0.013478,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49368,-87.451444,20.906694,35,10.5,6.5,0.008659,"cascat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
49368,-87.451444,20.906694,35,9.4,7.2,0.00694,"cascat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
49369,-87.403389,20.901972,18,14.3,8.9,0.016061,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49369,-87.403389,20.901972,7,13.3,9.2,0.013893,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49369,-87.403389,20.901972,33,7.9,6.1,0.004902,"Guarumbo","Urticaceae","Cecropia","peltata","Cecpel","Cecropia peltata"
53086,-87.911472,20.220861,27,8.1,8.8,0.005153,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
53086,-87.911472,20.220861,1,16.5,8.3,0.021383,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53086,-87.911472,20.220861,1,14.8,8.4,0.017203,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53086,-87.911472,20.220861,28,22.1,8.8,0.03836,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53086,-87.911472,20.220861,3,12.2,10.1,0.01169,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
53086,-87.911472,20.220861,40,7.6,7.1,0.004536,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
53086,-87.911472,20.220861,50,10.9,8.9,0.009331,"PERESCUTZ","Polygonaceae","Coccoloba","reflexiflora","Cocref","Coccoloba reflexiflora"
53086,-87.911472,20.220861,53,10.6,6.9,0.008825,"SISILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
53086,-87.911472,20.220861,55,9.9,9.1,0.007698,"GRANADILLO","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
50060,-87.657833,20.789472,47,35.8,11.2,0.10066,"kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
50060,-87.657833,20.789472,23,31.9,12.5,0.079923,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50060,-87.657833,20.789472,24,17.6,0.9,0.024329,"canchunup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50060,-87.657833,20.789472,27,31.6,9.7,0.078427,"catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
50060,-87.657833,20.789472,28,13.1,6.8,0.013478,"catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
50060,-87.657833,20.789472,36,9.9,6.5,0.007698,"ramon","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
50060,-87.657833,20.789472,10,8.4,6.5,0.005542,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53081,-88.150333,20.242833,1,19.2,10.9,0.028953,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
53081,-88.150333,20.242833,19,10,9.9,0.007854,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
53081,-88.150333,20.242833,25,9.5,10.3,0.007088,"BOB","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
53081,-88.150333,20.242833,68,9.4,8.2,0.00694,"IKICHE","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
53081,-88.150333,20.242833,73,11.2,6.1,0.009852,"IKICHE","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
53081,-88.150333,20.242833,77,8.4,9.8,0.005542,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
49379,-86.923139,20.855,12,12.3,5.5,0.011882,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,19,8.7,4.5,0.005945,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,22,8.3,6.3,0.005411,"Sacpa","Malpighiaceae","Byrsonima","bucidifolia","Byrbuc","Byrsonima bucidifolia"
49379,-86.923139,20.855,25,8.9,4.5,0.006221,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,30,11.6,6.3,0.010568,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,32,17.3,7.2,0.023506,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,12,8.7,10.1,0.005945,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,25,12.5,9.6,0.012272,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,27,12,9.5,0.01131,"Catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
49379,-86.923139,20.855,28,9.8,10.1,0.007543,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,30,11.4,9.5,0.010207,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,5,9.6,9.5,0.007238,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,28,12.8,10.2,0.012868,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,33,10,4.8,0.007854,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,38,9,5.4,0.006362,"Perezcutz","Euphorbiaceae","Croton","arboreus","Croarb","Croton arboreus"
50070,-87.178167,20.743361,10,12.1,10.5,0.011499,"tzol","Sapindaceae","Blomia","prisca","Blopri","Blomia prisca"
50070,-87.178167,20.743361,38,30.5,10.9,0.073062,"tzol","Sapindaceae","Blomia","prisca","Blopri","Blomia prisca"
50070,-87.178167,20.743361,21,23.2,11.9,0.042273,"ramon","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
50060,-87.657833,20.789472,9,12.2,6.1,0.01169,"ikiche","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
50060,-87.657833,20.789472,35,19.6,7.7,0.030172,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50060,-87.657833,20.789472,7,8.5,4.5,0.005675,"zaciap","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
50060,-87.657833,20.789472,14,8.5,4.9,0.005675,"chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
50060,-87.657833,20.789472,9,18.8,3.5,0.027759,"catzin","Fabaceae","Acacia","gaumeri","Acagau","Acacia gaumeri"
53086,-87.911472,20.220861,63,13.9,10.2,0.015175,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
53086,-87.911472,20.220861,11,8.9,7.9,0.006221,"GRANADILLO","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
53086,-87.911472,20.220861,17,20.1,9.6,0.031731,"CHAKA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49369,-87.403389,20.901972,25,15.2,9.9,0.018146,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49369,-87.403389,20.901972,39,9.9,6.1,0.007698,"Jobo","Anacardiaceae","Spondias","mombin","Spomom","Spondias mombin"
49369,-87.403389,20.901972,8,13.1,6.7,0.013478,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49369,-87.403389,20.901972,16,10.6,9.9,0.008825,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49369,-87.403389,20.901972,18,11.1,6.5,0.009677,"Jobo","Anacardiaceae","Spondias","mombin","Spomom","Spondias mombin"
49369,-87.403389,20.901972,30,7.6,8.8,0.004536,"Guarumbo","Urticaceae","Cecropia","peltata","Cecpel","Cecropia peltata"
49369,-87.403389,20.901972,32,11.4,9.9,0.010207,"Guarumbo","Urticaceae","Cecropia","peltata","Cecpel","Cecropia peltata"
52849,-88.002306,20.274778,7,18.3,11.9,0.026302,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52849,-88.002306,20.274778,15,13.4,7.9,0.014103,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
52849,-88.002306,20.274778,11,13.7,9.9,0.014741,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49374,-87.163111,20.878667,11,8,7.4,0.005027,"Elemuy","Annonaceae","Mosannona","depressa","Mosdep","Mosannona depressa"
49374,-87.163111,20.878667,2,10.1,7,0.008012,"Tzol","Sapindaceae","Blomia","prisca","Blopri","Blomia prisca"
49374,-87.163111,20.878667,23,8.8,11.5,0.006082,"Tzol","Sapindaceae","Blomia","prisca","Blopri","Blomia prisca"
53081,-88.150333,20.242833,35,11.6,9.5,0.010568,"BOB","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
53081,-88.150333,20.242833,4,14.1,8.8,0.015615,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53081,-88.150333,20.242833,32,8.1,4.7,0.005153,"PICHICHE","Myrtaceae","Psidium","sartorianum","Psisar","Psidium sartorianum"
53081,-88.150333,20.242833,3,14.1,11.7,0.015615,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
53081,-88.150333,20.242833,12,17.2,11.4,0.023235,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49379,-86.923139,20.855,39,11.2,5.8,0.009852,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49379,-86.923139,20.855,1,9.2,7.1,0.006648,"Bobch","Polygonaceae","Coccoloba","cozumelensis","Coccoz","Coccoloba cozumelensis"
49379,-86.923139,20.855,17,10.6,8.9,0.008825,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49379,-86.923139,20.855,34,8.5,5.5,0.005675,"Sakiap","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
49379,-86.923139,20.855,42,10.5,8.5,0.008659,"Perezcut","Euphorbiaceae","Croton","arboreus","Croarb","Croton arboreus"
49379,-86.923139,20.855,47,12.7,9.5,0.012668,"Perezcut","Euphorbiaceae","Croton","arboreus","Croarb","Croton arboreus"
49379,-86.923139,20.855,5,12,9.5,0.01131,"Copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
53086,-87.911472,20.220861,25,18.9,12.3,0.028055,"CHAKA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53086,-87.911472,20.220861,17,17.6,10.9,0.024329,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53086,-87.911472,20.220861,22,10.1,9.6,0.008012,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
53086,-87.911472,20.220861,26,10.8,8.6,0.009161,"CHAKA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53086,-87.911472,20.220861,47,11.8,8.6,0.010936,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
53086,-87.911472,20.220861,65,9.3,8.1,0.006793,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
53081,-88.150333,20.242833,5,14.3,11.5,0.016061,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
53081,-88.150333,20.242833,8,13.7,12.5,0.014741,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53081,-88.150333,20.242833,17,9.8,7.1,0.007543,"BELSINIK","Picramniaceae","Alvaradoa","amorphoides","Alvamo","Alvaradoa amorphoides"
49841,-87.029222,20.7745,13,14.5,11,0.016513,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49841,-87.029222,20.7745,25,10.7,9.5,0.008992,"RAMON","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
49841,-87.029222,20.7745,12,13.7,9.3,0.014741,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,19,10.5,7.8,0.008659,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49841,-87.029222,20.7745,30,7.9,6.7,0.004902,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
49841,-87.029222,20.7745,34,13,9.1,0.013273,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49841,-87.029222,20.7745,4,21.9,10.6,0.037669,"XUUL","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
49841,-87.029222,20.7745,9,41.5,10.8,0.135266,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
49841,-87.029222,20.7745,15,7.6,9.1,0.004536,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
49841,-87.029222,20.7745,20,10.7,11.8,0.008992,"SAKCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
49841,-87.029222,20.7745,25,14.7,11.9,0.016972,"KANASIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
49841,-87.029222,20.7745,7,8.2,9.8,0.005281,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53086,-87.911472,20.220861,7,10,8.6,0.007854,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
53081,-88.150333,20.242833,69,13.7,10,0.014741,"IKICHE","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
53081,-88.150333,20.242833,80,15.2,10.1,0.018146,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53086,-87.911472,20.220861,2,10,6.9,0.007854,"SISILCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
53086,-87.911472,20.220861,48,21.2,10.6,0.035299,"CHAKA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53086,-87.911472,20.220861,49,18.4,12,0.026591,"CHAKA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
52849,-88.002306,20.274778,12,20,12,0.031416,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52849,-88.002306,20.274778,12,9.6,6.9,0.007238,"Aritz","Apocynaceae","Cascabela","gaumeri","Casgau","Cascabela gaumeri"
52849,-88.002306,20.274778,22,32.2,16.9,0.081433,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52849,-88.002306,20.274778,3,9.7,6.8,0.00739,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
52849,-88.002306,20.274778,8,9.2,7.3,0.006648,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52849,-88.002306,20.274778,16,28.3,16.6,0.062902,"Chaka","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
52849,-88.002306,20.274778,17,24.9,16.9,0.048696,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52849,-88.002306,20.274778,9,10.1,7.9,0.008012,"Kitnche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
52849,-88.002306,20.274778,17,8.5,7.3,0.005675,"kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
52849,-88.002306,20.274778,3,9.5,6.9,0.007088,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,6,14.2,11.7,0.015837,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
53081,-88.150333,20.242833,26,8.6,9.1,0.005809,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53081,-88.150333,20.242833,28,10.2,10.7,0.008171,"IKICHE","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
53081,-88.150333,20.242833,32,22.7,10.8,0.040471,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,3,9.6,9.5,0.007238,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
53081,-88.150333,20.242833,5,17.1,9.7,0.022966,"COPO","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
53081,-88.150333,20.242833,52,14.8,10.9,0.017203,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
53081,-88.150333,20.242833,29,11.8,5.1,0.010936,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,31,16.1,10.8,0.020358,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
53081,-88.150333,20.242833,36,8.2,7.1,0.005281,"TZAKIAP","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
53081,-88.150333,20.242833,19,9.9,11.5,0.007698,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
52849,-88.002306,20.274778,22,14.2,9.9,0.015837,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,30,12.6,10.7,0.012469,"BOB","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
53081,-88.150333,20.242833,30,11.6,10.5,0.010568,"BOB","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
53081,-88.150333,20.242833,13,22.2,11.9,0.038708,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53081,-88.150333,20.242833,14,8.9,5.8,0.006221,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
53086,-87.911472,20.220861,9,10.9,8.1,0.009331,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
53086,-87.911472,20.220861,16,16.6,10.1,0.021642,"BOOB","Polygonaceae","Coccoloba","cozumelensis","Coccoz","Coccoloba cozumelensis"
53086,-87.911472,20.220861,25,9.6,8.1,0.007238,"YAXNIK","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
53086,-87.911472,20.220861,1,7.9,6.2,0.004902,"SISLCHE","Polygonaceae","Gymnopodium","floribundum","Gymflo","Gymnopodium floribundum"
53086,-87.911472,20.220861,28,16.1,11.6,0.020358,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
53086,-87.911472,20.220861,44,7.9,7.2,0.004902,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
52849,-88.002306,20.274778,4,10,8.9,0.007854,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
52623,-87.56725,20.279528,14,25.3,8.6,0.050273,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
