"IdConglomerado","X_C3","Y_C3","NoIndividuo_C3","DiametroNormal_C3","AlturaTotal_C3","AreaBasal_C3","NombreComun_C3","Familia_APG_C3","Genero_APG_C3","Especie_APG_C3","Clave_ESP","N_Cientifico"
50060,-87.657833,20.789472,13,28.2,10.1,0.062458,"bob","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
50060,-87.657833,20.789472,23,9.7,5.3,0.00739,"ikiche","Erythroxylaceae","Erythroxylum","rotundifolium","Eryrot","Erythroxylum rotundifolium"
50060,-87.657833,20.789472,28,53.7,18.1,0.226485,"ramon","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
50060,-87.657833,20.789472,33,22.2,14.1,0.038708,"ramon","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
50060,-87.657833,20.789472,36,14.6,7.2,0.016742,"sakiap","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
50296,-87.470889,20.726139,30,11.2,7.5,0.009852,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50296,-87.470889,20.726139,51,17.8,8.1,0.024885,"KANISTE","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
50296,-87.470889,20.726139,7,20.1,8.8,0.031731,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50296,-87.470889,20.726139,15,13.9,8.1,0.015175,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50296,-87.470889,20.726139,25,12.9,8,0.01307,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50296,-87.470889,20.726139,34,8.5,12.3,0.005675,"NEGRITO","Simaroubaceae","Simarouba","amara","Simama","Simarouba amara"
50296,-87.470889,20.726139,27,9.3,7.6,0.006793,"NEGRITO","Simaroubaceae","Simarouba","amara","Simama","Simarouba amara"
50296,-87.470889,20.726139,12,11,6.8,0.009503,"KANASIN","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
50296,-87.470889,20.726139,17,15.8,8.4,0.019607,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50296,-87.470889,20.726139,6,15.3,9.4,0.018385,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
49841,-87.029222,20.7745,20,12.1,7.9,0.011499,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,40,8.1,3.1,0.005153,"XITE","Arecaceae","Thrinax","radiata","Thrrad","Thrinax radiata"
50070,-87.178167,20.743361,17,13.5,11.5,0.014314,"bojon","Cordiaceae","Cordia","alliodora","Corall","Cordia alliodora"
50070,-87.178167,20.743361,20,54.6,12.5,0.23414,"chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49604,-87.312278,20.847528,35,10.9,8.6,0.009331,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49604,-87.312278,20.847528,47,11.1,9.5,0.009677,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49604,-87.312278,20.847528,50,11.8,9.6,0.010936,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49604,-87.312278,20.847528,52,7.9,8.3,0.004902,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50296,-87.470889,20.726139,12,12.4,8.7,0.012076,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50296,-87.470889,20.726139,14,11.9,8.5,0.011122,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50296,-87.470889,20.726139,39,15.8,9.8,0.019607,"KANASIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50296,-87.470889,20.726139,12,8.5,7.5,0.005675,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50296,-87.470889,20.726139,24,19.6,8.5,0.030172,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
49608,-87.120333,20.828944,15,23.4,13.5,0.043005,"ramon","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
49608,-87.120333,20.828944,18,12.3,7.8,0.011882,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,31,9.8,8.2,0.007543,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,53,8.7,5.2,0.005945,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,8,8.2,6.8,0.005281,"tadzi","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50523,-87.667556,20.699194,45,23.2,7.7,0.042273,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50523,-87.667556,20.699194,46,12.8,10.5,0.012868,"Catzin","Fabaceae","Acacia","gaumeri","Acagau","Acacia gaumeri"
50523,-87.667556,20.699194,50,9.6,8.8,0.007238,"Silil","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50523,-87.667556,20.699194,55,8.3,5.1,0.005411,"Canchonup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50523,-87.667556,20.699194,56,8.2,2.2,0.005281,"Catzin","Fabaceae","Acacia","gaumeri","Acagau","Acacia gaumeri"
50523,-87.667556,20.699194,8,18.2,10.5,0.026016,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
50523,-87.667556,20.699194,2,8.1,8.5,0.005153,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50523,-87.667556,20.699194,28,13.2,7.8,0.013685,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
50532,-87.236139,20.657806,17,16.1,10.9,0.020358,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50532,-87.236139,20.657806,18,9.8,10.6,0.007543,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
49608,-87.120333,20.828944,28,14.8,10.9,0.017203,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50532,-87.236139,20.657806,43,10.6,10.9,0.008825,"JABIN","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50532,-87.236139,20.657806,49,9.8,10.9,0.007543,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50532,-87.236139,20.657806,58,10.2,11.2,0.008171,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,48,17.3,9.5,0.023506,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,56,13.3,10.5,0.013893,"NEGRITO","Simaroubaceae","Simarouba","amara","Simama","Simarouba amara"
50532,-87.236139,20.657806,60,10.4,9.5,0.008495,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50532,-87.236139,20.657806,68,11.6,10.4,0.010568,"GRANADILLO","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
50532,-87.236139,20.657806,14,7.6,7.1,0.004536,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,15,11,10.4,0.009503,"SACCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50532,-87.236139,20.657806,28,9.7,9.5,0.00739,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50532,-87.236139,20.657806,29,19.1,10.1,0.028652,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,30,7.7,7.9,0.004657,"SIPCHE","Malpighiaceae","Bunchosia","swartziana","Bunswa","Bunchosia swartziana"
50532,-87.236139,20.657806,33,22.3,11.2,0.039057,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,34,12.6,7.9,0.012469,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,51,14.9,9.6,0.017437,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,5,18.8,10.9,0.027759,"SACCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50533,-87.188083,20.653111,12,13.1,11.5,0.013478,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50533,-87.188083,20.653111,17,9.2,11.5,0.006648,"Canazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50533,-87.188083,20.653111,26,22.7,13.1,0.040471,"Copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
50533,-87.188083,20.653111,28,7.8,8.5,0.004778,"Bob","Polygonaceae","Coccoloba","spicata","Cocspi","Coccoloba spicata"
50533,-87.188083,20.653111,47,16.3,11.2,0.020867,"Catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
50533,-87.188083,20.653111,49,17.4,11.2,0.023779,"Copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
50533,-87.188083,20.653111,22,11.2,9.7,0.009852,"Silil","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50533,-87.188083,20.653111,23,17.7,12.1,0.024606,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50533,-87.188083,20.653111,48,12.7,10.9,0.012668,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50070,-87.178167,20.743361,9,17.6,8.3,0.024329,"zapote","Sapotaceae","Manilkara","zapota","Manzap","Manilkara zapota"
49603,-87.360056,20.85225,34,9.2,8.9,0.006648,"canazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
49603,-87.360056,20.85225,43,28.1,11.6,0.062016,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49603,-87.360056,20.85225,17,22.4,12.6,0.039408,"chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
50533,-87.188083,20.653111,50,7.9,7.8,0.004902,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50533,-87.188083,20.653111,8,10.7,2.5,0.008992,"Sakchaca","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50533,-87.188083,20.653111,17,13.1,10.8,0.013478,"Sacchaca","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50533,-87.188083,20.653111,18,8.3,9.5,0.005411,"Calmito","Sapotaceae","Chrysophyllum","mexicanum","Chrmex","Chrysophyllum mexicanum"
50533,-87.188083,20.653111,11,9.7,6.2,0.00739,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50070,-87.178167,20.743361,9,9.8,9.8,0.007543,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,13,9.5,9.7,0.007088,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,3,8.5,5.7,0.005675,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,38,9.2,10.5,0.006648,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,6,51.3,11.7,0.206693,"negrito","Simaroubaceae","Simarouba","amara","Simama","Simarouba amara"
50070,-87.178167,20.743361,11,22.1,10.4,0.03836,"canazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50070,-87.178167,20.743361,29,10.5,6.1,0.008659,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,44,14.4,8.9,0.016286,"zapotillo","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50070,-87.178167,20.743361,45,11,0.7,0.009503,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49603,-87.360056,20.85225,30,21.7,11.8,0.036984,"catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
49603,-87.360056,20.85225,42,12.1,11.5,0.011499,"kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
49603,-87.360056,20.85225,8,20.2,11.9,0.032047,"jobo","Anacardiaceae","Spondias","mombin","Spomom","Spondias mombin"
49603,-87.360056,20.85225,1,14.5,10.4,0.016513,"jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
49603,-87.360056,20.85225,20,12.5,5.8,0.012272,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49603,-87.360056,20.85225,21,8.1,9.7,0.005153,"catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
49603,-87.360056,20.85225,29,13.8,10.1,0.014957,"chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49603,-87.360056,20.85225,48,11.8,9.4,0.010936,"yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49603,-87.360056,20.85225,13,9.3,8.8,0.006793,"copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
49603,-87.360056,20.85225,23,16,7.9,0.020106,"copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
49603,-87.360056,20.85225,30,16.4,10.5,0.021124,"copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
49603,-87.360056,20.85225,32,11.8,12.1,0.010936,"tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49604,-87.312278,20.847528,15,17.5,12.7,0.024053,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50296,-87.470889,20.726139,37,10.5,6.8,0.008659,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50296,-87.470889,20.726139,4,7.9,7.9,0.004902,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50296,-87.470889,20.726139,45,8.4,5.5,0.005542,"KANISTE","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
50296,-87.470889,20.726139,6,13,8,0.013273,"XUUL","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
50296,-87.470889,20.726139,8,7.8,7.3,0.004778,"KINISTE","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50296,-87.470889,20.726139,1,11.3,5.5,0.010029,"KANASIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50296,-87.470889,20.726139,13,22.5,10.4,0.039761,"CATALOX","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
50296,-87.470889,20.726139,18,12,8.5,0.01131,"KANISTE","Sapotaceae","Pouteria","campechiana","Poucam","Pouteria campechiana"
50296,-87.470889,20.726139,27,12,6.5,0.01131,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50296,-87.470889,20.726139,38,10.8,8.3,0.009161,"GUARUMBO","Urticaceae","Cecropia","peltata","Cecpel","Cecropia peltata"
50296,-87.470889,20.726139,5,9.3,5.8,0.006793,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50296,-87.470889,20.726139,10,8.2,8.2,0.005281,"CASCAT","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
49841,-87.029222,20.7745,4,9.5,7.2,0.007088,"LAUREL","Lauraceae","Nectandra","salicifolia","Necsal","Nectandra salicifolia"
49841,-87.029222,20.7745,5,10.6,7.7,0.008825,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,17,22.8,12.8,0.040828,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49841,-87.029222,20.7745,6,11.4,8,0.010207,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49841,-87.029222,20.7745,16,10.8,9.5,0.009161,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50532,-87.236139,20.657806,30,21.5,11.8,0.036305,"COPO","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
50532,-87.236139,20.657806,39,16.5,11.2,0.021383,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,40,13.4,10.3,0.014103,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50532,-87.236139,20.657806,42,19.8,11.1,0.030791,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50523,-87.667556,20.699194,42,21.3,9.5,0.035633,"Cascat","Malvaceae","Luehea","speciosa","Luespe","Luehea speciosa"
50523,-87.667556,20.699194,9,19.1,11.7,0.028652,"Chechem","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
50523,-87.667556,20.699194,19,9.1,8.2,0.006504,"Canchonup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50523,-87.667556,20.699194,53,11.3,9.5,0.010029,"Kanazin","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50523,-87.667556,20.699194,7,9.1,7.5,0.006504,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50523,-87.667556,20.699194,17,9.6,8.7,0.007238,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50532,-87.236139,20.657806,20,11.5,11.2,0.010387,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50532,-87.236139,20.657806,27,8.7,8.3,0.005945,"SACCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50532,-87.236139,20.657806,33,13.8,11.3,0.014957,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,43,17.3,11.8,0.023506,"COPO","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
50532,-87.236139,20.657806,44,10.1,10.7,0.008012,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,52,9.7,10.8,0.00739,"SACCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
50532,-87.236139,20.657806,6,18.3,11.5,0.026302,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,29,16.3,11.8,0.020867,"KANAZIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
49831,-87.508944,20.820861,9,16,8.4,0.020106,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49831,-87.508944,20.820861,21,23.2,8.6,0.042273,"Pixoy","Malvaceae","Guazuma","ulmifolia","Guaulm","Guazuma ulmifolia"
49831,-87.508944,20.820861,5,8.6,8.5,0.005809,"Catzin","Fabaceae","Acacia","gaumeri","Acagau","Acacia gaumeri"
49831,-87.508944,20.820861,9,10,7.8,0.007854,"Kitanche","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
49841,-87.029222,20.7745,15,12.1,8.8,0.011499,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50533,-87.188083,20.653111,36,10.7,8.4,0.008992,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50533,-87.188083,20.653111,9,15.3,9.5,0.018385,"Catalox","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
51218,-87.682,20.563917,10,10.2,8.5,0.008171,"SAKCHACA","Araliaceae","Dendropanax","arboreus","Denarb","Dendropanax arboreus"
51218,-87.682,20.563917,24,25.1,9.2,0.049481,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
51218,-87.682,20.563917,27,11,8.5,0.009503,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
51218,-87.682,20.563917,27,9.4,7.5,0.00694,"CANCHUNUP","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
51218,-87.682,20.563917,42,9.8,8.2,0.007543,"BOOB","Polygonaceae","Coccoloba","barbadensis","Cocbar","Coccoloba barbadensis"
51218,-87.682,20.563917,53,12,8.6,0.01131,"BOOB","Polygonaceae","Coccoloba","barbadensis","Cocbar","Coccoloba barbadensis"
49841,-87.029222,20.7745,1,10.7,8.5,0.008992,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,2,18.8,11.4,0.027759,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
49831,-87.508944,20.820861,8,16,7.6,0.020106,"Pixoy","Malvaceae","Guazuma","ulmifolia","Guaulm","Guazuma ulmifolia"
49831,-87.508944,20.820861,14,10.2,8.7,0.008171,"Kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
49831,-87.508944,20.820861,16,10.5,8.4,0.008659,"Xuul","Fabaceae","Lonchocarpus","guatemalensis","Longua","Lonchocarpus guatemalensis"
49831,-87.508944,20.820861,17,22.3,11.7,0.039057,"Catzin","Fabaceae","Acacia","gaumeri","Acagau","Acacia gaumeri"
49831,-87.508944,20.820861,8,30.9,11.8,0.074991,"Sacpich","Fabaceae","Albizia","tomentosa","Albtom","Albizia tomentosa"
49831,-87.508944,20.820861,20,13.6,6.2,0.014527,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
49831,-87.508944,20.820861,2,24,11.2,0.045239,"Sacpich","Fabaceae","Albizia","tomentosa","Albtom","Albizia tomentosa"
49831,-87.508944,20.820861,9,25.1,9.7,0.049481,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49831,-87.508944,20.820861,21,18.4,9.2,0.026591,"Tadzi","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
49841,-87.029222,20.7745,18,14.9,8.9,0.017437,"CHECHEM","Anacardiaceae","Metopium","brownei","Metbro","Metopium brownei"
49841,-87.029222,20.7745,9,8.5,8.8,0.005675,"LAUREL","Lauraceae","Nectandra","salicifolia","Necsal","Nectandra salicifolia"
49841,-87.029222,20.7745,1,28.9,10.8,0.065597,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,27,8.8,8.5,0.006082,"MAHAHUA","Malvaceae","Hampea","trilobata","Hamtri","Hampea trilobata"
49841,-87.029222,20.7745,3,8.3,7.8,0.005411,"ECULUB","Sapindaceae","Talisia","floresii","Talflo","Talisia floresii"
49841,-87.029222,20.7745,13,16.8,11.3,0.022167,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50523,-87.667556,20.699194,18,30.5,2.5,0.073062,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50523,-87.667556,20.699194,25,10.7,8.5,0.008992,"Canchonup","Sapindaceae","Thouinia","paucidentata","Thopau","Thouinia paucidentata"
50523,-87.667556,20.699194,41,19.6,3.1,0.030172,"Tzalam","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50523,-87.667556,20.699194,47,25.3,14.5,0.050273,"Copo","Moraceae","Ficus","cotinifolia","Ficcot","Ficus cotinifolia"
50523,-87.667556,20.699194,7,12.2,9.5,0.01169,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50523,-87.667556,20.699194,10,14.4,4.1,0.016286,"Jabin","Fabaceae","Piscidia","piscipula","Pispis","Piscidia piscipula"
50523,-87.667556,20.699194,1,8.7,8.1,0.005945,"Tatzi","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50523,-87.667556,20.699194,23,8.5,7.1,0.005675,"Kitanche","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
50523,-87.667556,20.699194,26,8.5,4.7,0.005675,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50523,-87.667556,20.699194,28,10.5,7.8,0.008659,"Sakiap","Fabaceae","Gliricidia","sepium","Glisep","Gliricidia sepium"
50523,-87.667556,20.699194,6,7.6,6.4,0.004536,"Yaxnic","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50523,-87.667556,20.699194,1,8.6,8.1,0.005809,"Chaca","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50296,-87.470889,20.726139,1,12.4,8.1,0.012076,"KANASIN","Fabaceae","Lonchocarpus","rugosus","Lonrug","Lonchocarpus rugosus"
50296,-87.470889,20.726139,27,19.5,8.2,0.029865,"RAMON","Moraceae","Brosimum","alicastrum","Broali","Brosimum alicastrum"
50296,-87.470889,20.726139,34,9.5,7.8,0.007088,"ZAPOTILLO","Sapotaceae","Pouteria","reticulata","Pouret","Pouteria reticulata"
50296,-87.470889,20.726139,36,12.7,8.9,0.012668,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,52,9.9,7.1,0.007698,"YAXNIC","Lamiaceae","Vitex","gaumeri","Vitgau","Vitex gaumeri"
50532,-87.236139,20.657806,58,9.5,9.9,0.007088,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,69,9.9,9.5,0.007698,"GRANADILLO","Fabaceae","Platymiscium","yucatanum","Playuc","Platymiscium yucatanum"
50532,-87.236139,20.657806,13,13.5,11.2,0.014314,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,16,11.4,8.8,0.010207,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
50532,-87.236139,20.657806,18,7.9,9.7,0.004902,"CATALOX","Fabaceae","Swartzia","cubensis","Swacub","Swartzia cubensis"
50532,-87.236139,20.657806,31,12.9,10.1,0.01307,"SILIL","Ebenaceae","Diospyros","tetrasperma","Diotet","Diospyros tetrasperma"
50532,-87.236139,20.657806,32,13.7,9.8,0.014741,"TZALAM","Fabaceae","Lysiloma","latisiliquum","Lyslat","Lysiloma latisiliquum"
50532,-87.236139,20.657806,46,11.2,10.4,0.009852,"TADZI","Nyctaginaceae","Neea","psychotrioides","Neepsy","Neea psychotrioides"
50532,-87.236139,20.657806,9,9.5,9.1,0.007088,"CHACA","Burseraceae","Bursera","simaruba","Bursim","Bursera simaruba"
49841,-87.029222,20.7745,2,8.2,7.1,0.005281,"KITANCHE","Fabaceae","Caesalpinia","gaumeri","Caegau","Caesalpinia gaumeri"
50296,-87.470889,20.726139,49,10.2,5.8,0.008171,"YAITI","Euphorbiaceae","Gymnanthes","lucida","Gymluc","Gymnanthes lucida"
